Sample Collection Date,Sample ID No.,Host Group,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
20150128,44797-103,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_103_2LNA,MK794312,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150128,44797-104,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_104_1LNA,MK794313,5,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150128,44797-108,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_108_1DTM,MK794314,4,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster8
20150128,44797-108,Susceptible,Myotis septentrionalis,Crawford,WI,WI2,44797_108_1SD,MK794315,26,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster8
20150129,44797-111,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_111_1SD,MK794316,22,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
20150129,44797-114,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_114_1SD,MK794317,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
20150129,44797-114,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_114_2SD,MK794318,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150129,44797-115,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_115_1LNA,MK794319,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150129,44797-116,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_116_1DTM,MK794320,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,lanosoniveum,cluster133
20150129,44797-116,Susceptible,Myotis septentrionalis,Richland,WI,WI5,44797_116_1SD,MK794321,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150205,44797-117,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_117_1SD,MK794322,4,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,cluster13
20150205,44797-118,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_118_1SD,MK794323,2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,parvispora,cluster171
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_1DTM,MK794324,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,roseus,cluster9
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_1LNA,MK794325,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_1SD,MK794326,8,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,NA,cluster56
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_2DTM,MK794327,4,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,leptobactrum,cluster21
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_2SD,MK794328,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_3DTM,MK794329,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,roseus,cluster26
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_3SD,MK794330,8,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,NA,cluster56
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_4SD,MK794331,5,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_5SD,MK794332,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150205,44797-119,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_119_6SD,MK794333,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_1DTM,MK794334,1,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,leptobactrum,cluster22
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_1SD,MK794335,4,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_2DTM,MK794336,4,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,NA,cluster159
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_2SD,MK794337,5,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,parvispora,cluster171
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_3SD,MK794338,2,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,NA,cluster159
20150205,44797-120,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_120_4SD,MK794339,2,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,leptobactrum,cluster22
20150205,44797-121,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_121_1DTM,MK794340,1,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,mexicana,cluster101
20150205,44797-121,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_121_1SD,MK794341,8,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,cluster13
20150205,44797-122,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_122_1DTM,MK794342,2,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,mexicana,cluster101
20150205,44797-122,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_122_1SD,MK794343,10,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,cluster13
20150205,44797-122,Susceptible,Myotis septentrionalis,Iron,WI,WI6,44797_122_2SD,MK794344,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,cluster52
20150302,44797-124,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_124_1LNA,MK794345,3,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150302,44797-127,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_127_1LNA,MK794346,11,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150302,44797-127,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_127_1SD,MK794347,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150302,44797-130,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_130_1LNA,MK794348,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster9
20150302,44797-131,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_131_1LNA,MK794349,10,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150302,44797-131,Susceptible,Myotis septentrionalis,Manitowoc,WI,WI8,44797_131_1SD,MK794350,1,Ascomycota,Sordariomycetes,Hypocreales,incertae sedis,Sarocladium,NA,cluster34
20150211,44797-133,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_133_1DTM,MK794351,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-133,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_133_1SD,MK794352,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-134,Susceptible,Perimyotis subflavus,Jackson,AL,AL1,44797_134_1SD,MK794353,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150211,44797-135,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_135_1LNA,MK794354,31,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-135,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_135_1SD,MK794355,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-135,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_135_2SD,MK794356,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-135,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_135_3SD,MK794357,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-136,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_136_1LNA,MK794358,1,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,thaxteri,cluster42
20150211,44797-136,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_136_1SD,MK794359,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-136,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_136_2SD,MK794360,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-137,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_137_1LNA,MK794361,20,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-137,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_137_1SD,MK794362,106,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-138,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_138_1LNA,MK794363,10,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-138,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_138_1SD,MK794364,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-138,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_138_2LNA,MK794365,4,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-138,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_138_2SD,MK794366,7,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-139,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_139_1LNA,MK794367,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-139,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_139_1SD,MK794368,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-139,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_139_2LNA,MK794369,9,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-139,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_139_2SD,MK794370,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-141,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_141_1DTM,MK794371,5,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-141,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_141_1LNA,MK794372,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-141,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_141_1SD,MK794373,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-141,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_141_2SD,MK794374,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-141,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_141_3LNA,MK794375,62,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-142,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_142_1LNA,MK794376,53,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-142,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_142_1SD,MK794377,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-142,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_142_2SD,MK794378,38,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-142,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_142_3SD,MK794379,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-143,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_143_1LNA,MK794380,7,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-143,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_143_1SD,MK794381,103,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-143,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_143_2SD,MK794382,28,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-143,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_143_3LNA,MK794383,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-143,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_143_4SD,MK794384,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_1LNA,MK794385,27,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_1SD,MK794386,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_2SD,MK794387,13,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,namibiae,cluster43
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_3SD,MK794388,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,cluster26
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_4SD,MK794389,7,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_5SD,MK794390,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-144,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_144_6SD,MK794391,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,cluster0
20150211,44797-145,Susceptible,Perimyotis subflavus,Jackson,AL,AL1,44797_145_1SD,MK794392,4,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_1DTM,MK794393,17,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_1LNA,MK794394,48,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_1SD,MK794395,6,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,glandicola,cluster24
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_2SD,MK794396,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_3SD,MK794397,55,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-146,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_146_4SD,MK794398,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-147,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_147_1DTM,MK794399,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-147,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_147_1LNA,MK794400,17,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-147,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_147_1SD,MK794401,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-147,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_147_2SD,MK794402,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-147,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_147_3SD,MK794403,9,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-148,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_148_1LNA,MK794404,2,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-148,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_148_1SD,MK794405,18,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-148,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_148_2SD,MK794406,7,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-149,Susceptible,Perimyotis subflavus,Jackson,AL,AL1,44797_149_1SD,MK794407,1,Ascomycota,Saccharomycetes,Saccharomycetales,incertae sedis,Candida,palmioleophila,cluster132
20150211,44797-149,Susceptible,Perimyotis subflavus,Jackson,AL,AL1,44797_149_2SD,MK794408,7,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA,cluster50
20150211,44797-150,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_150_1LNA,MK794409,45,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-150,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_150_1SD,MK794410,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_1DTM,MK794411,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_1LNA,MK794412,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_1SD,MK794413,2,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,tassiana,cluster0
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_2SD,MK794414,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_3SD,MK794415,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-151,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_151_4SD,MK794416,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-152,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_152_1LNA,MK794417,8,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-152,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_152_1SD,MK794418,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-152,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_152_2LNA,MK794419,29,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-152,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_152_2SD,MK794420,11,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_1DTM,MK794421,6,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_1LNA,MK794422,13,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_1SD,MK794423,3,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_2SD,MK794424,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_3SD,MK794425,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-153,Tolerant,Myotis sodalis,Jackson,AL,AL1,44797_153_4SD,MK794426,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-154,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_154_1SD,MK794427,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-154,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_154_2SD,MK794428,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150211,44797-155,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_155_1DTM,MK794429,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-155,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_155_1LNA,MK794430,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150211,44797-155,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_155_1SD,MK794431,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150211,44797-155,Tolerant,Myotis grisescens,Jackson,AL,AL1,44797_155_2SD,MK794432,24,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150223,44797-156,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_156_1DTM,MK794433,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150223,44797-156,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_156_1LNA,MK794434,100,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150223,44797-156,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_156_1SD,MK794435,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150223,44797-157,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_157_1DTM,MK794436,1,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,insingulare,cluster66
20150223,44797-157,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_157_1LNA,MK794437,33,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150223,44797-157,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_157_1SD,MK794438,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150223,44797-157,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_157_2DTM,MK794439,38,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150223,44797-157,Tolerant,Myotis austroriparius,Conecuh,AL,AL2,44797_157_2SD,MK794440,2,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
