,Sample Collection Date,Sample ID No.,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
135,20140304,44767-27,Myotis sodalis,Trigg,KY,KY1,44767_27_1SD,MK793930,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
136,20140304,44767-27,Myotis sodalis,Trigg,KY,KY1,44767_27_2SD,MK793931,4,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
137,20140304,44767-28,Myotis sodalis,Trigg,KY,KY1,44767_28_1LNA,MK793932,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,auratus,cluster55
138,20140304,44767-28,Myotis sodalis,Trigg,KY,KY1,44767_28_1SD,MK793933,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
139,20140304,44767-28,Myotis sodalis,Trigg,KY,KY1,44767_28_2SD,MK793934,3,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
140,20140304,44767-28,Myotis sodalis,Trigg,KY,KY1,44767_28_3SD,MK793935,200,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
141,20140304,44767-29,Myotis lucifugus,Trigg,KY,KY1,44767_29_1SD,MK793936,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
142,20140304,44767-30,Perimyotis subflavus,Trigg,KY,KY1,44767_30_1SD,MK793937,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
143,20140304,44767-31,Myotis grisescens,Trigg,KY,KY1,44767_31_1LNA,MK793938,1,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,,cluster77
144,20140304,44767-31,Myotis grisescens,Trigg,KY,KY1,44767_31_1SD,MK793939,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
145,20140304,44767-31,Myotis grisescens,Trigg,KY,KY1,44767_31_2LNA,MK793940,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
146,20140304,44767-31,Myotis grisescens,Trigg,KY,KY1,44767_31_2SD,MK793941,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,,cluster62
147,20140304,44767-31,Myotis grisescens,Trigg,KY,KY1,44767_31_3SD,MK793942,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
148,20140304,44767-32,Perimyotis subflavus,Trigg,KY,KY1,44767_32_1SD,MK793943,12,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
149,20140304,44767-33,Myotis sodalis,Trigg,KY,KY1,44767_33_1LNA,MK793944,11,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
150,20140304,44767-33,Myotis sodalis,Trigg,KY,KY1,44767_33_1SD,MK793945,42,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
151,20140304,44767-33,Myotis sodalis,Trigg,KY,KY1,44767_33_2SD,MK793946,52,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
152,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_1DTM,MK793947,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
153,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_1LNA,MK793948,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
154,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_1SD,MK793949,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
155,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_2LNA,MK793950,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
156,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_2SD,MK793951,4,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
157,20140304,44767-34,Myotis sodalis,Trigg,KY,KY1,44767_34_3SD,MK793952,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
158,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_1DTM,MK793953,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
159,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_1LNA,MK793954,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
160,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_1SD,MK793955,300,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
161,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_2LNA,MK793956,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
162,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_2SD,MK793957,20,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
163,20140304,44767-35,Myotis sodalis,Trigg,KY,KY1,44767_35_3SD,MK793958,9,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
164,20140304,44767-36,Myotis sodalis,Trigg,KY,KY1,44767_36_1LNA,MK793959,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
165,20140304,44767-36,Myotis sodalis,Trigg,KY,KY1,44767_36_1SD,MK793960,12,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
166,20140304,44767-36,Myotis sodalis,Trigg,KY,KY1,44767_36_2SD,MK793961,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
167,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_1DTM,MK793962,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
168,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_1LNA,MK793963,2,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
169,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_1SD,MK793964,8,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
170,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_2LNA,MK793965,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
171,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_2SD,MK793966,8,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
172,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_3SD,MK793967,300,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
173,20140304,44767-37,Myotis sodalis,Trigg,KY,KY1,44767_37_4SD,MK793968,2,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
174,20140304,44767-38,Myotis sodalis,Trigg,KY,KY1,44767_38_1LNA,MK793969,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
175,20140304,44767-38,Myotis sodalis,Trigg,KY,KY1,44767_38_1SD,MK793970,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
176,20140304,44767-38,Myotis sodalis,Trigg,KY,KY1,44767_38_2LNA,MK793971,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
177,20140304,44767-38,Myotis sodalis,Trigg,KY,KY1,44767_38_2SD,MK793972,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
178,20140304,44767-39,Myotis sodalis,Trigg,KY,KY1,44767_39_1LNA,MK793973,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
179,20140304,44767-39,Myotis sodalis,Trigg,KY,KY1,44767_39_1SD,MK793974,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
180,20140304,44767-39,Myotis sodalis,Trigg,KY,KY1,44767_39_2SD,MK793975,37,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
181,20140304,44767-39,Myotis sodalis,Trigg,KY,KY1,44767_39_3SD,MK793976,6,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
182,20140304,44767-40,Myotis sodalis,Trigg,KY,KY1,44767_40_1DTM,MK793977,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
183,20140304,44767-40,Myotis sodalis,Trigg,KY,KY1,44767_40_1LNA,MK793978,20,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
184,20140304,44767-40,Myotis sodalis,Trigg,KY,KY1,44767_40_1SD,MK793979,50,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
185,20140304,44767-40,Myotis sodalis,Trigg,KY,KY1,44767_40_2SD,MK793980,10,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
186,20140304,44767-41,Myotis sodalis,Trigg,KY,KY1,44767_41_1SD,MK793981,30,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
187,20140304,44767-41,Myotis sodalis,Trigg,KY,KY1,44767_41_2LNA,MK793982,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
188,20140304,44767-41,Myotis sodalis,Trigg,KY,KY1,44767_41_2SD,MK793983,2,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
189,20140304,44767-41,Myotis sodalis,Trigg,KY,KY1,44767_41_3SD,,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
190,20140304,44767-42,Myotis sodalis,Trigg,KY,KY1,44767_42_1DTM,MK793984,5,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
191,20140304,44767-42,Myotis sodalis,Trigg,KY,KY1,44767_42_1SD,MK793985,5,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
192,20140304,44767-42,Myotis sodalis,Trigg,KY,KY1,44767_42_2LNA,MK793986,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
193,20140304,44767-42,Myotis sodalis,Trigg,KY,KY1,44767_42_2SD,MK793987,53,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
194,20140304,44767-42,Myotis sodalis,Trigg,KY,KY1,44767_42_3SD,MK793988,50,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
195,20140304,44767-43,Myotis sodalis,Trigg,KY,KY1,44767_43_1DTM,MK793989,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,,cluster0
196,20140304,44767-43,Myotis sodalis,Trigg,KY,KY1,44767_43_1LNA,MK793990,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
197,20140304,44767-43,Myotis sodalis,Trigg,KY,KY1,44767_43_1SD,MK793991,5,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
198,20140304,44767-43,Myotis sodalis,Trigg,KY,KY1,44767_43_2SD,MK793992,300,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
199,20140304,44767-44,Myotis sodalis,Trigg,KY,KY1,44767_44_1LNA,MK793993,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
200,20140304,44767-44,Myotis sodalis,Trigg,KY,KY1,44767_44_1SD,MK793994,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
201,20140304,44767-44,Myotis sodalis,Trigg,KY,KY1,44767_44_2SD,MK793995,6,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
202,20140304,44767-45,Perimyotis subflavus,Trigg,KY,KY1,44767_45_1SD,MK793996,56,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
203,20140304,44767-46,Perimyotis subflavus,Trigg,KY,KY1,44767_46_1SD,MK793997,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
204,20140304,44767-47,Perimyotis subflavus,Trigg,KY,KY1,44767_47_1DTM,MK793998,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,,cluster49
205,20140304,44767-47,Perimyotis subflavus,Trigg,KY,KY1,44767_47_1LNA,MK793999,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,,cluster49
206,20140304,44767-47,Perimyotis subflavus,Trigg,KY,KY1,44767_47_1SD,MK794000,12,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
207,20140304,44767-48,Myotis sodalis,Trigg,KY,KY1,44767_48_1SD,MK794001,6,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
208,20140304,44767-48,Myotis sodalis,Trigg,KY,KY1,44767_48_2SD,MK794002,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
209,20140319,44768-01,Myotis lucifugus,Ulster,NY,NY2,44768_01_1SD,MK794003,53,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
210,20140319,44768-02,Myotis lucifugus,Ulster,NY,NY2,44768_02_1SD,MK794004,24,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
211,20140319,44768-02,Myotis lucifugus,Ulster,NY,NY2,44768_02_2SD,MK794005,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
212,20140319,44768-03,Myotis lucifugus,Ulster,NY,NY2,44768_03_1SD,MK794006,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
213,20140319,44768-03,Myotis lucifugus,Ulster,NY,NY2,44768_03_2SD,MK794007,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
214,20140319,44768-04,Myotis lucifugus,Ulster,NY,NY2,44768_04_1SD,,8,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
215,20140319,44768-04,Myotis lucifugus,Ulster,NY,NY2,44768_04_2SD,MK794008,11,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
216,20140319,44768-05,Myotis lucifugus,Ulster,NY,NY2,44768_05_1SD,MK794009,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
217,20140319,44768-05,Myotis lucifugus,Ulster,NY,NY2,44768_05_2SD,MK794010,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
218,20140319,44768-06,Myotis lucifugus,Ulster,NY,NY2,44768_06_1SD,MK794011,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
219,20140319,44768-07,Myotis lucifugus,Ulster,NY,NY2,44768_07_1SD,MK794012,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
220,20140319,44768-07,Myotis lucifugus,Ulster,NY,NY2,44768_07_2SD,MK794013,3,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
221,20140319,44768-08,Myotis lucifugus,Ulster,NY,NY2,44768_08_1SD,MK794014,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
222,20140319,44768-08,Myotis lucifugus,Ulster,NY,NY2,44768_08_2SD,MK794015,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
223,20140319,44768-09,Myotis lucifugus,Ulster,NY,NY2,44768_09_1SD,MK794016,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
224,20140319,44768-10,Myotis lucifugus,Ulster,NY,NY2,44768_10_1SD,MK794017,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
225,20140319,44768-11,Myotis lucifugus,Ulster,NY,NY2,44768_11_1SD,MK794018,46,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
226,20140319,44768-12,Myotis lucifugus,Ulster,NY,NY2,44768_12_1LNA,MK794019,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
227,20140319,44768-12,Myotis lucifugus,Ulster,NY,NY2,44768_12_1SD,MK794020,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
228,20140319,44768-13,Myotis lucifugus,Ulster,NY,NY2,44768_13_1SD,MK794021,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
229,20140319,44768-14,Myotis lucifugus,Ulster,NY,NY2,44768_14_1SD,MK794022,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
230,20140319,44768-14,Myotis lucifugus,Ulster,NY,NY2,44768_14_2SD,MK794023,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
231,20140319,44768-15,Myotis lucifugus,Ulster,NY,NY2,44768_15_1SD,MK794024,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
232,20140319,44768-15,Myotis lucifugus,Ulster,NY,NY2,44768_15_2SD,MK794025,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
233,20140319,44768-16,Myotis lucifugus,Ulster,NY,NY2,44768_16_1SD,MK794026,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
234,20140319,44768-17,Myotis lucifugus,Ulster,NY,NY2,44768_17_2SD,MK794027,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
235,20140319,44768-18,Myotis lucifugus,Ulster,NY,NY2,44768_18_1SD,MK794028,4,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
236,20140319,44768-18,Myotis lucifugus,Ulster,NY,NY2,44768_18_2SD,MK794029,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
237,20140319,44768-18,Myotis lucifugus,Ulster,NY,NY2,44768_18_3SD,MK794030,1,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,simplex,cluster78
238,20140319,44768-19,Myotis lucifugus,Ulster,NY,NY2,44768_19_1SD,MK794031,2,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,,cluster78
239,20140319,44768-19,Myotis lucifugus,Ulster,NY,NY2,44768_19_2SD,MK794032,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
240,20140319,44768-20,Myotis lucifugus,Ulster,NY,NY2,44768_20_1LNA,MK794033,5,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
241,20140319,44768-20,Myotis lucifugus,Ulster,NY,NY2,44768_20_1SD,MK794034,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
242,20140319,44768-20,Myotis lucifugus,Ulster,NY,NY2,44768_20_2SD,MK794035,2,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,,cluster78
243,20140319,44768-21,Myotis lucifugus,Ulster,NY,NY2,44768_21_1LNA,MK794036,5,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
244,20140319,44768-21,Myotis lucifugus,Ulster,NY,NY2,44768_21_1SD,MK794037,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
245,20140319,44768-22,Myotis lucifugus,Ulster,NY,NY2,44768_22_1LNA,,1,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Helicostylum,pulchrum,cluster127
246,20140319,44768-22,Myotis lucifugus,Ulster,NY,NY2,44768_22_1SD,MK794038,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
247,20140319,44768-23,Myotis lucifugus,Ulster,NY,NY2,44768_23_1SD,MK794039,70,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
248,20140319,44768-25,Myotis lucifugus,Ulster,NY,NY2,44768_25_1LNA,MK794040,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
249,20140319,44768-25,Myotis lucifugus,Ulster,NY,NY2,44768_25_1SD,MK794041,33,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
250,20140319,44768-26,Myotis lucifugus,Ulster,NY,NY2,44768_26_1SD,MK794042,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
251,20140319,44768-27,Myotis lucifugus,Ulster,NY,NY2,44768_27_1LNA,MK794043,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
252,20140319,44768-27,Myotis lucifugus,Ulster,NY,NY2,44768_27_1SD,MK794044,50,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
253,20140319,44768-28,Myotis lucifugus,Ulster,NY,NY2,44768_28_1SD,MK794045,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
254,20140319,44768-29,Myotis lucifugus,Ulster,NY,NY2,44768_29_1SD,MK794046,9,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
255,20140319,44768-29,Myotis lucifugus,Ulster,NY,NY2,44768_29_2SD,MK794047,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
256,20140319,44768-30,Myotis lucifugus,Ulster,NY,NY2,44768_30_1SD,MK794048,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
257,20140319,44768-30,Myotis lucifugus,Ulster,NY,NY2,44768_30_2SD,MK794049,9,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
258,20140328,44769-01,Myotis lucifugus,Grant,WI,WI3,44769_01_1LNA,MK794050,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
259,20140328,44769-03,Myotis lucifugus,Grant,WI,WI3,44769_03_1SD,MK794051,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
260,20140328,44769-04,Myotis lucifugus,Grant,WI,WI3,44769_04_1LNA,MK794052,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
261,20140328,44769-06,Myotis lucifugus,Grant,WI,WI3,44769_06_1LNA,MK794053,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
262,20140328,44769-08,Myotis lucifugus,Grant,WI,WI3,44769_08_1LNA,MK794054,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
263,20140328,44769-09,Myotis lucifugus,Grant,WI,WI3,44769_09_1SD,MK794055,2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,parvispora,cluster58
264,20140328,44769-10,Myotis lucifugus,Grant,WI,WI3,44769_10_1LNA,MK794056,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
